model,provider,task_id,task_name,n_requests,n_expected,completion_rate,run_file_path,is_reasoning,csv_file_path
gemma-3-1b-it,google,t09,behavioral_pi,101,80,1.2625,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_google_gemma-3-1b-it.run.json,False,data/kaggle_csvs/t09_behavioral_pi_results_gemma-3-1b-it.csv
gemma-3-1b-it,google,t10,dpp_sequence,33,80,0.4125,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_google_gemma-3-1b-it.run.json,False,data/kaggle_csvs/t10_dpp_sequence_results_gemma-3-1b-it.csv
gemma-3-1b-it,google,t11,mc_binary_pairs,124,160,0.775,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_google_gemma-3-1b-it.run.json,False,data/kaggle_csvs/t11_mc_binary_pairs_results_gemma-3-1b-it.csv
gemma-3-27b-it,google,t01,delegate_game,80,80,1.0,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_google_gemma-3-27b-it.run.json,False,data/kaggle_csvs/t01_delegate_game_results_gemma-3-27b-it.csv
gemma-3-27b-it,google,t02,declared_probe,80,80,1.0,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_google_gemma-3-27b-it.run.json,False,data/kaggle_csvs/t02_declared_probe_results_gemma-3-27b-it.csv
gemma-3-27b-it,google,t03,second_chance,160,80,2.0,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_google_gemma-3-27b-it.run.json,False,data/kaggle_csvs/t03_second_chance_results_gemma-3-27b-it.csv
gemma-3-27b-it,google,t04,confidence_entropy,80,80,1.0,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_google_gemma-3-27b-it.run.json,False,data/kaggle_csvs/t04_confidence_entropy_results_gemma-3-27b-it.csv
gemma-3-27b-it,google,t05,teammate_delegate,80,80,1.0,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_google_gemma-3-27b-it.run.json,False,data/kaggle_csvs/t05_teammate_delegate_results_gemma-3-27b-it.csv
gemma-3-27b-it,google,t06,behavioral_er,160,80,2.0,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_google_gemma-3-27b-it.run.json,False,data/kaggle_csvs/t06_behavioral_er_results_gemma-3-27b-it.csv
gemma-3-27b-it,google,t07,behavioral_ci,80,80,1.0,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_google_gemma-3-27b-it.run.json,False,data/kaggle_csvs/t07_behavioral_ci_results_gemma-3-27b-it.csv
gemma-3-27b-it,google,t08,behavioral_em,74,80,0.925,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_google_gemma-3-27b-it.run.json,False,data/kaggle_csvs/t08_behavioral_em_results_gemma-3-27b-it.csv
gemma-3-27b-it,google,t09,behavioral_pi,160,80,2.0,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_google_gemma-3-27b-it.run.json,False,data/kaggle_csvs/t09_behavioral_pi_results_gemma-3-27b-it.csv
gemma-3-27b-it,google,t10,dpp_sequence,119,80,1.4875,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_google_gemma-3-27b-it.run.json,False,data/kaggle_csvs/t10_dpp_sequence_results_gemma-3-27b-it.csv
gemma-3-27b-it,google,t11,mc_binary_pairs,160,160,1.0,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_google_gemma-3-27b-it.run.json,False,data/kaggle_csvs/t11_mc_binary_pairs_results_gemma-3-27b-it.csv
gemma-3-4b-it,google,t01,delegate_game,80,80,1.0,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_google_gemma-3-4b-it.run.json,False,data/kaggle_csvs/t01_delegate_game_results_gemma-3-4b-it.csv
gemma-3-4b-it,google,t02,declared_probe,59,80,0.7375,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_google_gemma-3-4b-it.run.json,False,data/kaggle_csvs/t02_declared_probe_results_gemma-3-4b-it.csv
gemma-3-4b-it,google,t03,second_chance,147,80,1.8375,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_google_gemma-3-4b-it.run.json,False,data/kaggle_csvs/t03_second_chance_results_gemma-3-4b-it.csv
gemma-3-4b-it,google,t04,confidence_entropy,80,80,1.0,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_google_gemma-3-4b-it.run.json,False,data/kaggle_csvs/t04_confidence_entropy_results_gemma-3-4b-it.csv
gemma-3-4b-it,google,t05,teammate_delegate,80,80,1.0,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_google_gemma-3-4b-it.run.json,False,data/kaggle_csvs/t05_teammate_delegate_results_gemma-3-4b-it.csv
gemma-3-4b-it,google,t06,behavioral_er,111,80,1.3875,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_google_gemma-3-4b-it.run.json,False,data/kaggle_csvs/t06_behavioral_er_results_gemma-3-4b-it.csv
gemma-3-4b-it,google,t07,behavioral_ci,80,80,1.0,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_google_gemma-3-4b-it.run.json,False,data/kaggle_csvs/t07_behavioral_ci_results_gemma-3-4b-it.csv
gemma-3-4b-it,google,t08,behavioral_em,74,80,0.925,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_google_gemma-3-4b-it.run.json,False,data/kaggle_csvs/t08_behavioral_em_results_gemma-3-4b-it.csv
gemma-3-4b-it,google,t09,behavioral_pi,100,80,1.25,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_google_gemma-3-4b-it.run.json,False,data/kaggle_csvs/t09_behavioral_pi_results_gemma-3-4b-it.csv
gemma-3-4b-it,google,t10,dpp_sequence,26,80,0.325,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_google_gemma-3-4b-it.run.json,False,data/kaggle_csvs/t10_dpp_sequence_results_gemma-3-4b-it.csv
gemma-3-4b-it,google,t11,mc_binary_pairs,124,160,0.775,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_google_gemma-3-4b-it.run.json,False,data/kaggle_csvs/t11_mc_binary_pairs_results_gemma-3-4b-it.csv
gemma-4-26b-a4b-it,google,t01,delegate_game,59,80,0.7375,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_google_gemma-4-26b-a4b-it.run.json,False,data/kaggle_csvs/t01_delegate_game_results_gemma-4-26b-a4b-it.csv
gemma-4-26b-a4b-it,google,t02,declared_probe,25,80,0.3125,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_google_gemma-4-26b-a4b-it.run.json,False,data/kaggle_csvs/t02_declared_probe_results_gemma-4-26b-a4b-it.csv
gemma-4-26b-a4b-it,google,t03,second_chance,53,80,0.6625,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_google_gemma-4-26b-a4b-it.run.json,False,data/kaggle_csvs/t03_second_chance_results_gemma-4-26b-a4b-it.csv
gemma-4-26b-a4b-it,google,t04,confidence_entropy,59,80,0.7375,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_google_gemma-4-26b-a4b-it.run.json,False,data/kaggle_csvs/t04_confidence_entropy_results_gemma-4-26b-a4b-it.csv
gemma-4-26b-a4b-it,google,t05,teammate_delegate,39,80,0.4875,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_google_gemma-4-26b-a4b-it.run.json,False,data/kaggle_csvs/t05_teammate_delegate_results_gemma-4-26b-a4b-it.csv
gemma-4-26b-a4b-it,google,t06,behavioral_er,11,80,0.1375,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_google_gemma-4-26b-a4b-it.run.json,False,data/kaggle_csvs/t06_behavioral_er_results_gemma-4-26b-a4b-it.csv
gemma-4-26b-a4b-it,google,t07,behavioral_ci,44,80,0.55,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_google_gemma-4-26b-a4b-it.run.json,False,data/kaggle_csvs/t07_behavioral_ci_results_gemma-4-26b-a4b-it.csv
gemma-4-26b-a4b-it,google,t08,behavioral_em,28,80,0.35,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_google_gemma-4-26b-a4b-it.run.json,False,data/kaggle_csvs/t08_behavioral_em_results_gemma-4-26b-a4b-it.csv
gemma-4-26b-a4b-it,google,t09,behavioral_pi,51,80,0.6375,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_google_gemma-4-26b-a4b-it.run.json,False,data/kaggle_csvs/t09_behavioral_pi_results_gemma-4-26b-a4b-it.csv
gemma-4-26b-a4b-it,google,t10,dpp_sequence,20,80,0.25,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_google_gemma-4-26b-a4b-it.run.json,False,data/kaggle_csvs/t10_dpp_sequence_results_gemma-4-26b-a4b-it.csv
gemma-4-26b-a4b-it,google,t11,mc_binary_pairs,85,160,0.5312,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_google_gemma-4-26b-a4b-it.run.json,False,data/kaggle_csvs/t11_mc_binary_pairs_results_gemma-4-26b-a4b-it.csv
gemma-4-31b-it,google,t01,delegate_game,32,80,0.4,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_google_gemma-4-31b-it.run.json,True,data/kaggle_csvs/t01_delegate_game_results_gemma-4-31b-it.csv
gemma-4-31b-it,google,t02,declared_probe,29,80,0.3625,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_google_gemma-4-31b-it.run.json,True,data/kaggle_csvs/t02_declared_probe_results_gemma-4-31b-it.csv
gemma-4-31b-it,google,t03,second_chance,21,80,0.2625,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_google_gemma-4-31b-it.run.json,True,data/kaggle_csvs/t03_second_chance_results_gemma-4-31b-it.csv
gemma-4-31b-it,google,t04,confidence_entropy,29,80,0.3625,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_google_gemma-4-31b-it.run.json,True,data/kaggle_csvs/t04_confidence_entropy_results_gemma-4-31b-it.csv
gemma-4-31b-it,google,t05,teammate_delegate,32,80,0.4,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_google_gemma-4-31b-it.run.json,True,data/kaggle_csvs/t05_teammate_delegate_results_gemma-4-31b-it.csv
gemma-4-31b-it,google,t06,behavioral_er,28,80,0.35,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_google_gemma-4-31b-it.run.json,True,data/kaggle_csvs/t06_behavioral_er_results_gemma-4-31b-it.csv
gemma-4-31b-it,google,t07,behavioral_ci,32,80,0.4,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_google_gemma-4-31b-it.run.json,True,data/kaggle_csvs/t07_behavioral_ci_results_gemma-4-31b-it.csv
gemma-4-31b-it,google,t08,behavioral_em,30,80,0.375,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_google_gemma-4-31b-it.run.json,True,data/kaggle_csvs/t08_behavioral_em_results_gemma-4-31b-it.csv
gemma-4-31b-it,google,t09,behavioral_pi,22,80,0.275,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_google_gemma-4-31b-it.run.json,True,data/kaggle_csvs/t09_behavioral_pi_results_gemma-4-31b-it.csv
gemma-4-31b-it,google,t10,dpp_sequence,27,80,0.3375,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_google_gemma-4-31b-it.run.json,True,data/kaggle_csvs/t10_dpp_sequence_results_gemma-4-31b-it.csv
gemma-4-31b-it,google,t11,mc_binary_pairs,54,160,0.3375,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_google_gemma-4-31b-it.run.json,True,data/kaggle_csvs/t11_mc_binary_pairs_results_gemma-4-31b-it.csv
glm-5,zai,t01,delegate_game,5,80,0.0625,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_zai_glm-5.run.json,True,data/kaggle_csvs/t01_delegate_game_results_glm-5.csv
glm-5,zai,t02,declared_probe,80,80,1.0,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_zai_glm-5.run.json,True,data/kaggle_csvs/t02_declared_probe_results_glm-5.csv
glm-5,zai,t03,second_chance,52,80,0.65,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_zai_glm-5.run.json,True,data/kaggle_csvs/t03_second_chance_results_glm-5.csv
glm-5,zai,t04,confidence_entropy,41,80,0.5125,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_zai_glm-5.run.json,True,data/kaggle_csvs/t04_confidence_entropy_results_glm-5.csv
glm-5,zai,t05,teammate_delegate,13,80,0.1625,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_zai_glm-5.run.json,True,data/kaggle_csvs/t05_teammate_delegate_results_glm-5.csv
glm-5,zai,t06,behavioral_er,15,80,0.1875,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_zai_glm-5.run.json,True,data/kaggle_csvs/t06_behavioral_er_results_glm-5.csv
glm-5,zai,t07,behavioral_ci,80,80,1.0,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_zai_glm-5.run.json,True,data/kaggle_csvs/t07_behavioral_ci_results_glm-5.csv
glm-5,zai,t08,behavioral_em,28,80,0.35,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_zai_glm-5.run.json,True,data/kaggle_csvs/t08_behavioral_em_results_glm-5.csv
glm-5,zai,t09,behavioral_pi,22,80,0.275,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_zai_glm-5.run.json,True,data/kaggle_csvs/t09_behavioral_pi_results_glm-5.csv
glm-5,zai,t10,dpp_sequence,73,80,0.9125,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_zai_glm-5.run.json,True,data/kaggle_csvs/t10_dpp_sequence_results_glm-5.csv
glm-5,zai,t11,mc_binary_pairs,56,160,0.35,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_zai_glm-5.run.json,True,data/kaggle_csvs/t11_mc_binary_pairs_results_glm-5.csv
gpt-5.4-2026-03-05,openai,t01,delegate_game,80,80,1.0,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_openai_gpt-5.4-2026-03-05.run.json,False,data/kaggle_csvs/t01_delegate_game_results_gpt-5.4-2026-03-05.csv
gpt-5.4-2026-03-05,openai,t02,declared_probe,80,80,1.0,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_openai_gpt-5.4-2026-03-05.run.json,False,data/kaggle_csvs/t02_declared_probe_results_gpt-5.4-2026-03-05.csv
gpt-5.4-2026-03-05,openai,t03,second_chance,160,80,2.0,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_openai_gpt-5.4-2026-03-05.run.json,False,data/kaggle_csvs/t03_second_chance_results_gpt-5.4-2026-03-05.csv
gpt-5.4-2026-03-05,openai,t04,confidence_entropy,80,80,1.0,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_openai_gpt-5.4-2026-03-05.run.json,False,data/kaggle_csvs/t04_confidence_entropy_results_gpt-5.4-2026-03-05.csv
gpt-5.4-2026-03-05,openai,t05,teammate_delegate,80,80,1.0,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_openai_gpt-5.4-2026-03-05.run.json,False,data/kaggle_csvs/t05_teammate_delegate_results_gpt-5.4-2026-03-05.csv
gpt-5.4-2026-03-05,openai,t06,behavioral_er,160,80,2.0,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_openai_gpt-5.4-2026-03-05.run.json,False,data/kaggle_csvs/t06_behavioral_er_results_gpt-5.4-2026-03-05.csv
gpt-5.4-2026-03-05,openai,t07,behavioral_ci,80,80,1.0,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_openai_gpt-5.4-2026-03-05.run.json,False,data/kaggle_csvs/t07_behavioral_ci_results_gpt-5.4-2026-03-05.csv
gpt-5.4-2026-03-05,openai,t08,behavioral_em,74,80,0.925,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_openai_gpt-5.4-2026-03-05.run.json,False,data/kaggle_csvs/t08_behavioral_em_results_gpt-5.4-2026-03-05.csv
gpt-5.4-2026-03-05,openai,t09,behavioral_pi,160,80,2.0,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_openai_gpt-5.4-2026-03-05.run.json,False,data/kaggle_csvs/t09_behavioral_pi_results_gpt-5.4-2026-03-05.csv
gpt-5.4-2026-03-05,openai,t10,dpp_sequence,341,80,4.2625,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_openai_gpt-5.4-2026-03-05.run.json,False,data/kaggle_csvs/t10_dpp_sequence_results_gpt-5.4-2026-03-05.csv
gpt-5.4-2026-03-05,openai,t11,mc_binary_pairs,160,160,1.0,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_openai_gpt-5.4-2026-03-05.run.json,False,data/kaggle_csvs/t11_mc_binary_pairs_results_gpt-5.4-2026-03-05.csv
gpt-5.4-mini-2026-03-17,openai,t01,delegate_game,80,80,1.0,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_openai_gpt-5.4-mini-2026-03-17.run.json,False,data/kaggle_csvs/t01_delegate_game_results_gpt-5.4-mini-2026-03-17.csv
gpt-5.4-mini-2026-03-17,openai,t02,declared_probe,80,80,1.0,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_openai_gpt-5.4-mini-2026-03-17.run.json,False,data/kaggle_csvs/t02_declared_probe_results_gpt-5.4-mini-2026-03-17.csv
gpt-5.4-mini-2026-03-17,openai,t03,second_chance,160,80,2.0,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_openai_gpt-5.4-mini-2026-03-17.run.json,False,data/kaggle_csvs/t03_second_chance_results_gpt-5.4-mini-2026-03-17.csv
gpt-5.4-mini-2026-03-17,openai,t04,confidence_entropy,80,80,1.0,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_openai_gpt-5.4-mini-2026-03-17.run.json,False,data/kaggle_csvs/t04_confidence_entropy_results_gpt-5.4-mini-2026-03-17.csv
gpt-5.4-mini-2026-03-17,openai,t05,teammate_delegate,80,80,1.0,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_openai_gpt-5.4-mini-2026-03-17.run.json,False,data/kaggle_csvs/t05_teammate_delegate_results_gpt-5.4-mini-2026-03-17.csv
gpt-5.4-mini-2026-03-17,openai,t06,behavioral_er,160,80,2.0,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_openai_gpt-5.4-mini-2026-03-17.run.json,False,data/kaggle_csvs/t06_behavioral_er_results_gpt-5.4-mini-2026-03-17.csv
gpt-5.4-mini-2026-03-17,openai,t07,behavioral_ci,80,80,1.0,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_openai_gpt-5.4-mini-2026-03-17.run.json,False,data/kaggle_csvs/t07_behavioral_ci_results_gpt-5.4-mini-2026-03-17.csv
gpt-5.4-mini-2026-03-17,openai,t08,behavioral_em,74,80,0.925,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_openai_gpt-5.4-mini-2026-03-17.run.json,False,data/kaggle_csvs/t08_behavioral_em_results_gpt-5.4-mini-2026-03-17.csv
gpt-5.4-mini-2026-03-17,openai,t09,behavioral_pi,160,80,2.0,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_openai_gpt-5.4-mini-2026-03-17.run.json,False,data/kaggle_csvs/t09_behavioral_pi_results_gpt-5.4-mini-2026-03-17.csv
gpt-5.4-mini-2026-03-17,openai,t10,dpp_sequence,277,80,3.4625,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_openai_gpt-5.4-mini-2026-03-17.run.json,False,data/kaggle_csvs/t10_dpp_sequence_results_gpt-5.4-mini-2026-03-17.csv
gpt-5.4-mini-2026-03-17,openai,t11,mc_binary_pairs,160,160,1.0,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_openai_gpt-5.4-mini-2026-03-17.run.json,False,data/kaggle_csvs/t11_mc_binary_pairs_results_gpt-5.4-mini-2026-03-17.csv
gpt-5.4-nano-2026-03-17,openai,t01,delegate_game,80,80,1.0,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_openai_gpt-5.4-nano-2026-03-17.run.json,False,data/kaggle_csvs/t01_delegate_game_results_gpt-5.4-nano-2026-03-17.csv
gpt-5.4-nano-2026-03-17,openai,t02,declared_probe,80,80,1.0,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_openai_gpt-5.4-nano-2026-03-17.run.json,False,data/kaggle_csvs/t02_declared_probe_results_gpt-5.4-nano-2026-03-17.csv
gpt-5.4-nano-2026-03-17,openai,t03,second_chance,160,80,2.0,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_openai_gpt-5.4-nano-2026-03-17.run.json,False,data/kaggle_csvs/t03_second_chance_results_gpt-5.4-nano-2026-03-17.csv
gpt-5.4-nano-2026-03-17,openai,t04,confidence_entropy,80,80,1.0,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_openai_gpt-5.4-nano-2026-03-17.run.json,False,data/kaggle_csvs/t04_confidence_entropy_results_gpt-5.4-nano-2026-03-17.csv
gpt-5.4-nano-2026-03-17,openai,t05,teammate_delegate,80,80,1.0,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_openai_gpt-5.4-nano-2026-03-17.run.json,False,data/kaggle_csvs/t05_teammate_delegate_results_gpt-5.4-nano-2026-03-17.csv
gpt-5.4-nano-2026-03-17,openai,t06,behavioral_er,160,80,2.0,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_openai_gpt-5.4-nano-2026-03-17.run.json,False,data/kaggle_csvs/t06_behavioral_er_results_gpt-5.4-nano-2026-03-17.csv
gpt-5.4-nano-2026-03-17,openai,t07,behavioral_ci,80,80,1.0,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_openai_gpt-5.4-nano-2026-03-17.run.json,False,data/kaggle_csvs/t07_behavioral_ci_results_gpt-5.4-nano-2026-03-17.csv
gpt-5.4-nano-2026-03-17,openai,t08,behavioral_em,74,80,0.925,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_openai_gpt-5.4-nano-2026-03-17.run.json,False,data/kaggle_csvs/t08_behavioral_em_results_gpt-5.4-nano-2026-03-17.csv
gpt-5.4-nano-2026-03-17,openai,t09,behavioral_pi,160,80,2.0,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_openai_gpt-5.4-nano-2026-03-17.run.json,False,data/kaggle_csvs/t09_behavioral_pi_results_gpt-5.4-nano-2026-03-17.csv
gpt-5.4-nano-2026-03-17,openai,t10,dpp_sequence,232,80,2.9,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_openai_gpt-5.4-nano-2026-03-17.run.json,False,data/kaggle_csvs/t10_dpp_sequence_results_gpt-5.4-nano-2026-03-17.csv
gpt-5.4-nano-2026-03-17,openai,t11,mc_binary_pairs,160,160,1.0,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_openai_gpt-5.4-nano-2026-03-17.run.json,False,data/kaggle_csvs/t11_mc_binary_pairs_results_gpt-5.4-nano-2026-03-17.csv
gpt-oss-20b,openai,t01,delegate_game,80,80,1.0,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_openai_gpt-oss-20b.run.json,False,data/kaggle_csvs/t01_delegate_game_results_gpt-oss-20b.csv
gpt-oss-20b,openai,t02,declared_probe,80,80,1.0,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_openai_gpt-oss-20b.run.json,False,data/kaggle_csvs/t02_declared_probe_results_gpt-oss-20b.csv
gpt-oss-20b,openai,t03,second_chance,89,80,1.1125,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_openai_gpt-oss-20b.run.json,False,data/kaggle_csvs/t03_second_chance_results_gpt-oss-20b.csv
gpt-oss-20b,openai,t04,confidence_entropy,80,80,1.0,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_openai_gpt-oss-20b.run.json,False,data/kaggle_csvs/t04_confidence_entropy_results_gpt-oss-20b.csv
gpt-oss-20b,openai,t05,teammate_delegate,80,80,1.0,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_openai_gpt-oss-20b.run.json,False,data/kaggle_csvs/t05_teammate_delegate_results_gpt-oss-20b.csv
gpt-oss-20b,openai,t06,behavioral_er,160,80,2.0,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_openai_gpt-oss-20b.run.json,False,data/kaggle_csvs/t06_behavioral_er_results_gpt-oss-20b.csv
gpt-oss-20b,openai,t07,behavioral_ci,80,80,1.0,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_openai_gpt-oss-20b.run.json,False,data/kaggle_csvs/t07_behavioral_ci_results_gpt-oss-20b.csv
gpt-oss-20b,openai,t08,behavioral_em,74,80,0.925,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_openai_gpt-oss-20b.run.json,False,data/kaggle_csvs/t08_behavioral_em_results_gpt-oss-20b.csv
gpt-oss-20b,openai,t09,behavioral_pi,160,80,2.0,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_openai_gpt-oss-20b.run.json,False,data/kaggle_csvs/t09_behavioral_pi_results_gpt-oss-20b.csv
gpt-oss-20b,openai,t10,dpp_sequence,161,80,2.0125,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_openai_gpt-oss-20b.run.json,False,data/kaggle_csvs/t10_dpp_sequence_results_gpt-oss-20b.csv
gpt-oss-20b,openai,t11,mc_binary_pairs,160,160,1.0,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_openai_gpt-oss-20b.run.json,False,data/kaggle_csvs/t11_mc_binary_pairs_results_gpt-oss-20b.csv
qwen3-235b-a22b-instruct-2507,qwen,t01,delegate_game,80,80,1.0,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_qwen_qwen3-235b-a22b-instruct-2507.run.json,False,data/kaggle_csvs/t01_delegate_game_results_qwen3-235b-a22b-instruct-2507.csv
qwen3-235b-a22b-instruct-2507,qwen,t02,declared_probe,80,80,1.0,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_qwen_qwen3-235b-a22b-instruct-2507.run.json,False,data/kaggle_csvs/t02_declared_probe_results_qwen3-235b-a22b-instruct-2507.csv
qwen3-235b-a22b-instruct-2507,qwen,t03,second_chance,160,80,2.0,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_qwen_qwen3-235b-a22b-instruct-2507.run.json,False,data/kaggle_csvs/t03_second_chance_results_qwen3-235b-a22b-instruct-2507.csv
qwen3-235b-a22b-instruct-2507,qwen,t04,confidence_entropy,80,80,1.0,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_qwen_qwen3-235b-a22b-instruct-2507.run.json,False,data/kaggle_csvs/t04_confidence_entropy_results_qwen3-235b-a22b-instruct-2507.csv
qwen3-235b-a22b-instruct-2507,qwen,t05,teammate_delegate,80,80,1.0,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_qwen_qwen3-235b-a22b-instruct-2507.run.json,False,data/kaggle_csvs/t05_teammate_delegate_results_qwen3-235b-a22b-instruct-2507.csv
qwen3-235b-a22b-instruct-2507,qwen,t06,behavioral_er,160,80,2.0,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_qwen_qwen3-235b-a22b-instruct-2507.run.json,False,data/kaggle_csvs/t06_behavioral_er_results_qwen3-235b-a22b-instruct-2507.csv
qwen3-235b-a22b-instruct-2507,qwen,t07,behavioral_ci,80,80,1.0,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_qwen_qwen3-235b-a22b-instruct-2507.run.json,False,data/kaggle_csvs/t07_behavioral_ci_results_qwen3-235b-a22b-instruct-2507.csv
